lastYearRptDt,lastYearEPS,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,marketCap_num,epsForecast_num,lastYearEPS_num
11/06/2024,($0.12),time-after-hours,NDLS,Noodles & Company,"$31,742,794",Sep/2025,,N/A,31742794,,
10/30/2024,($2.74),time-not-supplied,FAT,FAT Brands Inc.,"$31,299,109",Sep/2025,($2.43),1,31299109,,
N/A,($2.74),time-not-supplied,FATBB,FAT Brands Inc.,"$31,299,109",Sep/2025,,8,31299109,,
10/31/2024,($0.40),time-after-hours,KLXE,"KLX Energy Services Holdings, Inc. ","$31,220,800",Sep/2025,($0.72),1,31220800,,
N/A,$0.20,time-not-supplied,FCUV,Focus Universal Inc.,"$29,325,219",Sep/2025,,8,29325219,,0.2
11/06/2024,($99.99),time-not-supplied,CYN,Cyngn Inc.,"$29,212,954",Sep/2025,,N/A,29212954,,
11/06/2024,($0.06),time-not-supplied,SCYX,"SCYNEXIS, Inc.","$26,416,905",Sep/2025,($0.21),1,26416905,,
N/A,($0.07),time-not-supplied,AUST,Austin Gold Corp.,"$22,960,128",Sep/2025,,8,22960128,,
10/30/2024,N/A,time-not-supplied,TOMZ,"TOMI Environmental Solutions, Inc.","$18,469,189",Sep/2025,($0.01),1,18469189,,
10/30/2024,($1.03),time-not-supplied,PCSA,"Processa Pharmaceuticals, Inc.","$17,420,806",Sep/2025,($0.08),1,17420806,,
N/A,($1.65),time-not-supplied,AIMD,"Ainos, Inc.","$15,277,784",Sep/2025,,8,15277784,,
N/A,($1.34),time-not-supplied,SCNX,"Scienture Holdings, Inc.","$13,198,531",Sep/2025,,8,13198531,,
